#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1], b_w_RS_S_x [rad s^-1], b_w_RS_S_y [rad s^-1], b_w_RS_S_z [rad s^-1], b_a_RS_S_x [m s^-2], b_a_RS_S_y [m s^-2], b_a_RS_S_z [m s^-2]
1403636584618555648,4.681611,-1.761769,0.954165,0.548233,-0.158126,-0.813970,-0.109165,-0.077805,0.032404,0.723843,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584623555328,4.681225,-1.761609,0.957774,0.548993,-0.158401,-0.813358,-0.109515,-0.076350,0.031746,0.720129,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584628555520,4.680847,-1.761452,0.961366,0.549749,-0.158688,-0.812744,-0.109872,-0.075018,0.031231,0.716286,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584633555456,4.680475,-1.761297,0.964939,0.550513,-0.158978,-0.812121,-0.110236,-0.073682,0.030650,0.713033,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584638555648,4.680110,-1.761145,0.968498,0.551290,-0.159256,-0.811488,-0.110615,-0.072209,0.030033,0.710653,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584643555328,4.679753,-1.760997,0.972047,0.552086,-0.159510,-0.810843,-0.111014,-0.070616,0.029190,0.708791,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584648555520,4.679405,-1.760854,0.975587,0.552908,-0.159728,-0.810184,-0.111429,-0.068799,0.028030,0.707235,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584653555456,4.679066,-1.760717,0.979119,0.553750,-0.159902,-0.809515,-0.111866,-0.066700,0.026793,0.705703,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584658555392,4.678739,-1.760586,0.982643,0.554597,-0.160030,-0.808847,-0.112322,-0.064279,0.025791,0.703789,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584663555328,4.678424,-1.760459,0.986156,0.555435,-0.160119,-0.808191,-0.112787,-0.061742,0.024885,0.701333,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584668555520,4.678121,-1.760338,0.989655,0.556257,-0.160177,-0.807549,-0.113255,-0.059409,0.023609,0.698571,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584673555712,4.677829,-1.760223,0.993141,0.557065,-0.160214,-0.806921,-0.113711,-0.057097,0.022148,0.695697,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584678555392,4.677550,-1.760117,0.996612,0.557875,-0.160248,-0.806293,-0.114153,-0.054850,0.020434,0.692574,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584683555584,4.677281,-1.760020,1.000066,0.558697,-0.160298,-0.805654,-0.114576,-0.052753,0.018373,0.689077,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584688555520,4.677022,-1.759933,1.003501,0.559543,-0.160371,-0.804997,-0.114973,-0.050745,0.016276,0.684967,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584693555712,4.676773,-1.759857,1.006912,0.560413,-0.160466,-0.804319,-0.115347,-0.048937,0.014109,0.679601,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584698555392,4.676533,-1.759792,1.010294,0.561294,-0.160584,-0.803629,-0.115713,-0.047021,0.012078,0.672883,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584703555584,4.676303,-1.759735,1.013639,0.562162,-0.160721,-0.802942,-0.116085,-0.044888,0.010448,0.665231,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584708555520,4.676084,-1.759686,1.016944,0.562995,-0.160871,-0.802271,-0.116485,-0.042777,0.009271,0.656992,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584713555456,4.675875,-1.759642,1.020209,0.563790,-0.161036,-0.801616,-0.116926,-0.040866,0.008528,0.648766,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584718555392,4.675674,-1.759600,1.023433,0.564548,-0.161213,-0.800978,-0.117400,-0.039431,0.008042,0.641072,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584723555584,4.675479,-1.759561,1.026621,0.565282,-0.161403,-0.800351,-0.117892,-0.038544,0.007620,0.634003,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584728555520,4.675288,-1.759525,1.029775,0.566016,-0.161615,-0.799717,-0.118383,-0.037993,0.007017,0.627660,-0.003172,0.021267,0.078502,-0.025267,0.136713,0.075604
1403636584733555456,4.680963,-1.758740,1.039293,0.566720,-0.161780,-0.799068,-0.118937,-0.022999,0.012654,0.642806,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584738555392,4.680849,-1.758679,1.042495,0.567485,-0.162023,-0.798413,-0.119361,-0.022496,0.011772,0.638000,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584743555584,4.680739,-1.758622,1.045674,0.568269,-0.162261,-0.797750,-0.119750,-0.021745,0.011049,0.633543,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584748555520,4.680633,-1.758568,1.048832,0.569052,-0.162472,-0.797093,-0.120118,-0.020494,0.010731,0.629678,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584753555456,4.680535,-1.758514,1.051971,0.569811,-0.162639,-0.796461,-0.120491,-0.018776,0.010724,0.625821,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584758555392,4.680446,-1.758460,1.055089,0.570531,-0.162739,-0.795865,-0.120892,-0.016881,0.010683,0.621580,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584763555584,4.680366,-1.758408,1.058187,0.571203,-0.162770,-0.795313,-0.121312,-0.014938,0.010230,0.617418,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584768555520,4.680296,-1.758359,1.061263,0.571835,-0.162760,-0.794797,-0.121734,-0.013095,0.009315,0.613211,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584773555456,4.680235,-1.758317,1.064318,0.572459,-0.162722,-0.794294,-0.122140,-0.011552,0.007690,0.608627,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584778555392,4.680180,-1.758284,1.067349,0.573093,-0.162679,-0.793788,-0.122517,-0.010157,0.005312,0.603825,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584783555584,4.680133,-1.758264,1.070354,0.573737,-0.162653,-0.793277,-0.122851,-0.008634,0.002850,0.598270,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584788555264,4.680094,-1.758256,1.073328,0.574389,-0.162647,-0.792764,-0.123128,-0.007021,0.000395,0.591379,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584793555456,4.680063,-1.758260,1.076265,0.575045,-0.162666,-0.792248,-0.123362,-0.005345,-0.002281,0.583390,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584798555648,4.680041,-1.758279,1.079159,0.575691,-0.162721,-0.791737,-0.123561,-0.003489,-0.005002,0.574317,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584803555584,4.680028,-1.758310,1.082006,0.576321,-0.162810,-0.791235,-0.123725,-0.001682,-0.007354,0.564237,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584808555520,4.680024,-1.758351,1.084800,0.576934,-0.162930,-0.790743,-0.123856,-0.000102,-0.009326,0.553463,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584813555456,4.680027,-1.758402,1.087540,0.577530,-0.163086,-0.790260,-0.123956,0.001268,-0.011125,0.542477,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584818555648,4.680036,-1.758462,1.090225,0.578112,-0.163277,-0.789783,-0.124036,0.002287,-0.012534,0.531621,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584823555584,4.680049,-1.758527,1.092857,0.578682,-0.163486,-0.789310,-0.124114,0.002894,-0.013837,0.521043,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584828555520,4.680064,-1.758601,1.095437,0.579253,-0.163694,-0.788837,-0.124190,0.003303,-0.015464,0.511005,-0.003172,0.021267,0.078502,-0.025268,0.136719,0.075605
1403636584833555456,4.680108,-1.758533,1.098126,0.579819,-0.163881,-0.788359,-0.124268,0.004184,-0.014127,0.504395,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584838555648,4.680130,-1.758608,1.100624,0.580405,-0.164077,-0.787881,-0.124310,0.004873,-0.015866,0.494564,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584843555328,4.680158,-1.758691,1.103072,0.580988,-0.164266,-0.787410,-0.124324,0.006119,-0.017405,0.484634,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584848555520,4.680192,-1.758780,1.105469,0.581547,-0.164444,-0.786962,-0.124315,0.007734,-0.018325,0.474524,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584853555456,4.680235,-1.758873,1.107817,0.582076,-0.164613,-0.786537,-0.124306,0.009497,-0.018843,0.464390,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584858555648,4.680287,-1.758968,1.110114,0.582569,-0.164762,-0.786140,-0.124316,0.011260,-0.019075,0.454653,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584863555328,4.680347,-1.759063,1.112364,0.583019,-0.164874,-0.785777,-0.124353,0.012709,-0.019066,0.445275,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584868555520,4.680413,-1.759159,1.114567,0.583441,-0.164941,-0.785440,-0.124416,0.013703,-0.019247,0.435821,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584873555456,4.680483,-1.759257,1.116722,0.583852,-0.164971,-0.785117,-0.124484,0.014370,-0.019900,0.426085,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584878555648,4.680556,-1.759359,1.118827,0.584264,-0.164985,-0.784801,-0.124524,0.014755,-0.020823,0.415906,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584883555328,4.680630,-1.759466,1.120878,0.584681,-0.165003,-0.784488,-0.124520,0.014800,-0.021896,0.404553,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584888555520,4.680707,-1.759532,1.122904,0.585096,-0.165026,-0.784178,-0.124476,0.014715,-0.021743,0.392974,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584893555456,4.680780,-1.759646,1.124834,0.585507,-0.165074,-0.783877,-0.124377,0.014491,-0.023604,0.378890,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584898555392,4.680852,-1.759768,1.126690,0.585910,-0.165131,-0.783585,-0.124244,0.014281,-0.025429,0.363625,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584903555328,4.680923,-1.759899,1.128468,0.586298,-0.165197,-0.783305,-0.124093,0.014184,-0.027017,0.347566,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584908555520,4.680994,-1.760037,1.130165,0.586658,-0.165287,-0.783042,-0.123930,0.014156,-0.028124,0.331184,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584913555456,4.681064,-1.760179,1.131779,0.586992,-0.165407,-0.782793,-0.123764,0.013976,-0.028497,0.314625,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584918555392,4.681133,-1.760321,1.133311,0.587301,-0.165563,-0.782552,-0.123608,0.013498,-0.028382,0.298156,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584923555584,4.681199,-1.760462,1.134763,0.587580,-0.165757,-0.782324,-0.123469,0.012743,-0.028011,0.282322,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584928555520,4.681260,-1.760600,1.136136,0.587837,-0.165985,-0.782102,-0.123349,0.011705,-0.027179,0.267141,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584933555712,4.681315,-1.760733,1.137435,0.588087,-0.166243,-0.781875,-0.123251,0.010544,-0.026067,0.252292,-0.003172,0.021267,0.078502,-0.025268,0.136720,0.075605
1403636584938555392,4.681363,-1.760820,1.138677,0.588319,-0.166524,-0.781653,-0.123167,0.009305,-0.023141,0.238233,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584943555584,4.681407,-1.760931,1.139832,0.588532,-0.166837,-0.781440,-0.123076,0.008151,-0.021248,0.223623,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584948555520,4.681445,-1.761031,1.140914,0.588723,-0.167173,-0.781236,-0.123002,0.007109,-0.018867,0.208958,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584953555456,4.681479,-1.761118,1.141922,0.588888,-0.167523,-0.781043,-0.122960,0.006494,-0.016023,0.194598,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584958555392,4.681511,-1.761190,1.142860,0.589017,-0.167875,-0.780870,-0.122961,0.006236,-0.012802,0.180494,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584963555584,4.681541,-1.761246,1.143727,0.589106,-0.168216,-0.780721,-0.123015,0.005841,-0.009682,0.166129,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584968555520,4.681568,-1.761289,1.144521,0.589148,-0.168533,-0.780606,-0.123115,0.004946,-0.007222,0.151564,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584973555456,4.681590,-1.761320,1.145242,0.589147,-0.168814,-0.780525,-0.123246,0.003702,-0.005382,0.136727,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584978555392,4.681605,-1.761344,1.145887,0.589114,-0.169052,-0.780475,-0.123395,0.002388,-0.004157,0.121544,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584983555584,4.681613,-1.761364,1.146457,0.589065,-0.169258,-0.780444,-0.123542,0.001007,-0.003730,0.106251,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584988555520,4.681606,-1.761339,1.146955,0.589004,-0.169438,-0.780429,-0.123671,-0.000892,-0.002204,0.091042,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584993555456,4.681597,-1.761351,1.147370,0.588943,-0.169613,-0.780425,-0.123751,-0.002373,-0.002808,0.075320,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636584998555392,4.681582,-1.761368,1.147706,0.588882,-0.169784,-0.780429,-0.123786,-0.003708,-0.003993,0.059030,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636585003555584,4.681561,-1.761391,1.147960,0.588821,-0.169955,-0.780440,-0.123773,-0.004726,-0.005272,0.042622,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636585008555520,4.681536,-1.761420,1.148132,0.588755,-0.170132,-0.780459,-0.123723,-0.005269,-0.006107,0.026050,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636585013555456,4.681510,-1.761451,1.148221,0.588680,-0.170323,-0.780485,-0.123649,-0.005249,-0.006603,0.009562,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636585018555392,4.681485,-1.761485,1.148229,0.588592,-0.170537,-0.780517,-0.123572,-0.004713,-0.006846,-0.006459,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636585023555584,4.681464,-1.761519,1.148158,0.588493,-0.170766,-0.780551,-0.123512,-0.003839,-0.006755,-0.022071,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636585028555520,4.681447,-1.761552,1.148009,0.588389,-0.171006,-0.780582,-0.123477,-0.002785,-0.006350,-0.037247,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636585033555456,4.681436,-1.761582,1.147786,0.588273,-0.171251,-0.780616,-0.123476,-0.001815,-0.005759,-0.051999,-0.003172,0.021267,0.078502,-0.025268,0.136721,0.075605
1403636585038555392,4.681413,-1.761565,1.147483,0.588132,-0.171489,-0.780664,-0.123518,-0.001658,-0.003097,-0.066619,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585043555584,4.681406,-1.761577,1.147115,0.587975,-0.171725,-0.780720,-0.123581,-0.001079,-0.001815,-0.080555,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585048555520,4.681402,-1.761583,1.146678,0.587803,-0.171951,-0.780784,-0.123679,-0.000705,-0.000476,-0.093952,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585053555456,4.681399,-1.761582,1.146177,0.587613,-0.172159,-0.780862,-0.123799,-0.000601,0.000858,-0.106628,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585058555648,4.681395,-1.761575,1.145613,0.587407,-0.172347,-0.780955,-0.123931,-0.000945,0.001882,-0.118973,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585063555584,4.681388,-1.761565,1.144988,0.587196,-0.172506,-0.781058,-0.124059,-0.001878,0.002320,-0.131093,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585068555520,4.681375,-1.761553,1.144302,0.586984,-0.172637,-0.781172,-0.124165,-0.003342,0.002343,-0.143294,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585073555456,4.681353,-1.761542,1.143554,0.586777,-0.172748,-0.781293,-0.124234,-0.005294,0.002021,-0.155979,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585078555648,4.681321,-1.761534,1.142741,0.586578,-0.172831,-0.781420,-0.124254,-0.007451,0.001204,-0.168862,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585083555584,4.681279,-1.761531,1.141865,0.586386,-0.172888,-0.781556,-0.124229,-0.009381,0.000081,-0.181705,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585088555520,4.681229,-1.761533,1.140923,0.586206,-0.172929,-0.781693,-0.124158,-0.010890,-0.000855,-0.194926,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585093555456,4.681172,-1.761539,1.139914,0.586042,-0.172966,-0.781825,-0.124050,-0.011909,-0.001567,-0.208680,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585098555648,4.681111,-1.761548,1.138836,0.585886,-0.173011,-0.781952,-0.123924,-0.012268,-0.001948,-0.222619,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585103555328,4.681051,-1.761557,1.137688,0.585721,-0.173069,-0.782083,-0.123797,-0.011799,-0.001736,-0.236602,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585108555520,4.680995,-1.761564,1.136471,0.585548,-0.173148,-0.782212,-0.123688,-0.010486,-0.001159,-0.250427,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585113555456,4.680948,-1.761568,1.135185,0.585366,-0.173254,-0.782336,-0.123613,-0.008571,-0.000150,-0.263759,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585118555648,4.680910,-1.761565,1.133834,0.585166,-0.173399,-0.782459,-0.123581,-0.006556,0.001293,-0.276776,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585123555328,4.680881,-1.761555,1.132418,0.584945,-0.173590,-0.782581,-0.123592,-0.004776,0.002694,-0.289481,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585128555520,4.680861,-1.761538,1.130940,0.584700,-0.173817,-0.782706,-0.123637,-0.003342,0.003948,-0.301614,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585133555456,4.680847,-1.761515,1.129404,0.584435,-0.174071,-0.782836,-0.123711,-0.002294,0.005390,-0.312951,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585138555648,4.680837,-1.761484,1.127813,0.584165,-0.174344,-0.782961,-0.123809,-0.001881,0.007045,-0.323414,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585143555328,4.680827,-1.761444,1.126172,0.583892,-0.174626,-0.783081,-0.123939,-0.002054,0.008777,-0.332992,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585148555520,4.680815,-1.761396,1.124485,0.583615,-0.174895,-0.783202,-0.124105,-0.002488,0.010457,-0.341860,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585153555456,4.680801,-1.761340,1.122754,0.583337,-0.175131,-0.783325,-0.124304,-0.003285,0.011964,-0.350582,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585158555392,4.680782,-1.761277,1.120980,0.583055,-0.175335,-0.783455,-0.124525,-0.004309,0.013344,-0.359150,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585163555328,4.680758,-1.761207,1.119163,0.582764,-0.175501,-0.783598,-0.124752,-0.005295,0.014562,-0.367573,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585168555520,4.680729,-1.761132,1.117303,0.582464,-0.175639,-0.783753,-0.124979,-0.006157,0.015459,-0.376254,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585173555712,4.680697,-1.761053,1.115400,0.582163,-0.175758,-0.783915,-0.125203,-0.006629,0.016180,-0.385161,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585178555392,4.680665,-1.760970,1.113451,0.581863,-0.175871,-0.784079,-0.125414,-0.006484,0.016890,-0.394318,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585183555584,4.680634,-1.760883,1.111456,0.581564,-0.175996,-0.784242,-0.125608,-0.005778,0.017797,-0.403556,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585188555520,4.680608,-1.760791,1.109416,0.581269,-0.176146,-0.784398,-0.125789,-0.004729,0.019007,-0.412497,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585193555712,4.680587,-1.760693,1.107332,0.580967,-0.176328,-0.784553,-0.125966,-0.003602,0.020264,-0.421053,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585198555392,4.680571,-1.760589,1.105206,0.580660,-0.176533,-0.784707,-0.126135,-0.002632,0.021475,-0.429294,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585203555584,4.680560,-1.760479,1.103039,0.580349,-0.176741,-0.784861,-0.126310,-0.001994,0.022563,-0.437432,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585208555520,4.680551,-1.760363,1.100833,0.580031,-0.176936,-0.785022,-0.126498,-0.001581,0.023750,-0.445208,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585213555456,4.680544,-1.760240,1.098589,0.579706,-0.177107,-0.785190,-0.126710,-0.001135,0.025546,-0.452474,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585218555392,4.680540,-1.760106,1.096309,0.579373,-0.177250,-0.785363,-0.126958,-0.000608,0.027992,-0.459241,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585223555584,4.680538,-1.759959,1.093998,0.579033,-0.177363,-0.785541,-0.127255,0.000036,0.030773,-0.465157,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585228555520,4.680540,-1.759798,1.091660,0.578682,-0.177443,-0.785724,-0.127609,0.000628,0.033579,-0.470354,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585233555456,4.680543,-1.759625,1.089296,0.578317,-0.177481,-0.785919,-0.128009,0.000732,0.035817,-0.475065,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585238555392,4.680546,-1.759442,1.086911,0.577943,-0.177465,-0.786128,-0.128442,0.000358,0.037181,-0.478924,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585243555584,4.680546,-1.759255,1.084509,0.577564,-0.177391,-0.786349,-0.128895,-0.000317,0.037559,-0.482124,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585248555520,4.680542,-1.759069,1.082090,0.577188,-0.177259,-0.786580,-0.129354,-0.001186,0.037072,-0.485360,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585253555456,4.680535,-1.758886,1.079655,0.576822,-0.177077,-0.786815,-0.129802,-0.001869,0.036036,-0.488610,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585258555392,4.680525,-1.758709,1.077204,0.576472,-0.176876,-0.787049,-0.130214,-0.002144,0.034841,-0.491843,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585263555584,4.680514,-1.758537,1.074735,0.576139,-0.176694,-0.787275,-0.130573,-0.002009,0.033945,-0.495462,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585268555520,4.680506,-1.758368,1.072248,0.575824,-0.176550,-0.787488,-0.130875,-0.001412,0.033464,-0.499445,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585273555456,4.680501,-1.758201,1.069741,0.575518,-0.176463,-0.787688,-0.131132,-0.000603,0.033524,-0.503516,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585278555392,4.680500,-1.758032,1.067213,0.575222,-0.176433,-0.787873,-0.131359,0.000128,0.033998,-0.507634,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585283555584,4.680502,-1.757861,1.064665,0.574932,-0.176434,-0.788048,-0.131583,0.001024,0.034571,-0.511559,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585288555264,4.680510,-1.757686,1.062099,0.574632,-0.176449,-0.788223,-0.131823,0.002100,0.035256,-0.514986,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585293555456,4.680524,-1.757507,1.059516,0.574332,-0.176461,-0.788395,-0.132091,0.003248,0.036262,-0.518061,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585298555648,4.680543,-1.757322,1.056918,0.574034,-0.176448,-0.788562,-0.132403,0.004418,0.037701,-0.521027,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585303555584,4.680568,-1.757129,1.054306,0.573726,-0.176402,-0.788734,-0.132774,0.005603,0.039478,-0.523723,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585308555520,4.680599,-1.756928,1.051681,0.573398,-0.176316,-0.788920,-0.133204,0.006750,0.041093,-0.526271,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585313555456,4.680634,-1.756721,1.049043,0.573052,-0.176176,-0.789122,-0.133679,0.007564,0.041863,-0.528902,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585318555648,4.680674,-1.756512,1.046393,0.572696,-0.175974,-0.789341,-0.134179,0.008087,0.041420,-0.531300,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585323555584,4.680715,-1.756309,1.043731,0.572336,-0.175713,-0.789576,-0.134677,0.008526,0.039975,-0.533368,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585328555520,4.680759,-1.756115,1.041059,0.571978,-0.175404,-0.789823,-0.135153,0.009019,0.037733,-0.535351,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
1403636585333555456,4.680806,-1.755933,1.038378,0.571635,-0.175059,-0.790072,-0.135594,0.009594,0.034977,-0.537278,-0.003172,0.021267,0.078502,-0.025268,0.136722,0.075605
